fact_id,uuid,indicator_id,location_id,period_id,categoryoption_id,datasource_id,measuremethod_id,numerator_value,denominator_value,value_received,value_calculated,min_value,max_value,target_value,string_value,comment
88,55037939f9b7548807eea2456ab050a4,516,31,37,999,2,2,NULL,NULL,3.02,NULL,NULL,NULL,NULL,NULL,approved
89,1a4a33316d45efa4ec6ee0f2224cc64a,128,31,37,999,7,2,NULL,NULL,118.98,NULL,NULL,NULL,NULL,NULL,approved
90,f32ec308ccc034e97528ca745a223e18,129,31,37,999,7,2,NULL,NULL,270.56,NULL,NULL,NULL,NULL,NULL,approved
91,4b5f6c8e1a7c1014cae58c0bd686cf6c,516,32,37,999,2,2,NULL,NULL,3.95,NULL,NULL,NULL,NULL,NULL,approved
92,7bf3d22f0b95cea9a58845344a8c69ff,128,32,37,999,7,2,NULL,NULL,10.5,NULL,NULL,NULL,NULL,NULL,approved
93,5a70cb8b2108e60e610d62e971eccc51,129,32,37,999,7,2,NULL,NULL,16.83,NULL,NULL,NULL,NULL,NULL,approved
94,cc2af5041c5e2f2885a73ac3ac816a1c,516,33,37,999,2,2,NULL,NULL,10.33,NULL,NULL,NULL,NULL,NULL,approved
95,fbdca836161fe15003f14ffded261a98,128,33,37,999,7,2,NULL,NULL,212.58,NULL,NULL,NULL,NULL,NULL,approved
96,a678e01a0e4be3fb825cb0c32a933399,129,33,37,999,7,2,NULL,NULL,499.94,NULL,NULL,NULL,NULL,NULL,approved
97,ae324dc88dcc81a2783beb8e510f6530,516,34,37,999,2,2,NULL,NULL,6.17,NULL,NULL,NULL,NULL,NULL,approved
98,fa4d3c000618e2778da73ef6104d0696,128,34,37,999,7,2,NULL,NULL,9.06,NULL,NULL,NULL,NULL,NULL,approved
99,7646c3bb7c3b351834e5a07ed25d4dad,129,34,37,999,7,2,NULL,NULL,34.13,NULL,NULL,NULL,NULL,NULL,approved
100,8e09b21914e6616a65718320247254c1,516,35,37,999,2,2,NULL,NULL,2.64,NULL,NULL,NULL,NULL,NULL,approved
101,8188a2972da1e73ed533dd1ed4fee83a,128,35,37,999,7,2,NULL,NULL,14.62,NULL,NULL,NULL,NULL,NULL,approved
102,98371ac492e45f6e9013bc9c0f1a95db,129,35,37,999,7,2,NULL,NULL,87.07,NULL,NULL,NULL,NULL,NULL,approved
103,0e92e3e4d36eaeb7df587e744b85711e,516,36,37,999,2,2,NULL,NULL,4.55,NULL,NULL,NULL,NULL,NULL,approved
104,d8e74ed418e1f43e77b59c5cbff8f173,128,36,37,999,7,2,NULL,NULL,9.84,NULL,NULL,NULL,NULL,NULL,approved
105,a8e53a01610bc8e9f7fe80b054280f67,129,36,37,999,7,2,NULL,NULL,28.33,NULL,NULL,NULL,NULL,NULL,approved
106,7d8a87c2d1019b6f46de72c41a85dbf1,516,37,37,999,2,2,NULL,NULL,11.47,NULL,NULL,NULL,NULL,NULL,approved
107,fd52040a821e99cf98fd4dc950d6d3fa,128,37,37,999,7,2,NULL,NULL,63.51,NULL,NULL,NULL,NULL,NULL,approved
108,76d6fe4572d7657bd70cab551649e4dc,129,37,37,999,7,2,NULL,NULL,197.32,NULL,NULL,NULL,NULL,NULL,approved
109,180e35d2a2ca953358b8d8f4b1e034a0,516,38,37,999,2,2,NULL,NULL,4.53,NULL,NULL,NULL,NULL,NULL,approved
110,0cc6629bf624e86ad5beb2d68eaff950,128,38,37,999,7,2,NULL,NULL,21.44,NULL,NULL,NULL,NULL,NULL,approved
111,9a539028025ef84c9ee7883fede875c0,129,38,37,999,7,2,NULL,NULL,68.56,NULL,NULL,NULL,NULL,NULL,approved
112,37d837f49190570329751999265afd14,516,39,37,999,2,2,NULL,NULL,4.68,NULL,NULL,NULL,NULL,NULL,approved
113,765817c7a26abec7abaa86984c07d028,128,39,37,999,7,2,NULL,NULL,354.43,NULL,NULL,NULL,NULL,NULL,approved
114,286cd0de87720ce8137a82261b1326d7,129,39,37,999,7,2,NULL,NULL,684.02,NULL,NULL,NULL,NULL,NULL,approved
115,62eb7805c21d2a44c0257cf3f53fc5bd,516,40,37,999,2,2,NULL,NULL,11.52,NULL,NULL,NULL,NULL,NULL,approved
116,2c0c6e26e03fda1151cdf9ac81d50291,128,40,37,999,7,2,NULL,NULL,23.41,NULL,NULL,NULL,NULL,NULL,approved
117,6cabcfe3b50296853bf2fd83c3aa117d,129,40,37,999,7,2,NULL,NULL,121.59,NULL,NULL,NULL,NULL,NULL,approved
118,9c48f1efca8d835eb6dad8bb78e01f72,516,41,37,999,2,2,NULL,NULL,7.44,NULL,NULL,NULL,NULL,NULL,approved
119,42bf11b4fc600b6167e0af8054eb9e42,128,41,37,999,7,2,NULL,NULL,221.78,NULL,NULL,NULL,NULL,NULL,approved
120,bf40a8786c26b8e543224ecf34ebb743,129,41,37,999,7,2,NULL,NULL,562.33,NULL,NULL,NULL,NULL,NULL,approved
121,38a179f51470cfde1027258a383968c2,516,43,37,999,2,2,NULL,NULL,4.46,NULL,NULL,NULL,NULL,NULL,approved
122,3aa23df2055068c23bf1c64a8e239a8b,128,43,37,999,7,2,NULL,NULL,75.48,NULL,NULL,NULL,NULL,NULL,approved
123,720318b0812a6b31b1c9f500d382d655,129,43,37,999,7,2,NULL,NULL,213.34,NULL,NULL,NULL,NULL,NULL,approved
124,4cb7ab26df361ae5889d2b26bd3307ba,516,44,37,999,2,2,NULL,NULL,3.27,NULL,NULL,NULL,NULL,NULL,approved
125,7b7ea646a32d2084521b78cdded64292,128,44,37,999,7,2,NULL,NULL,9.79,NULL,NULL,NULL,NULL,NULL,approved
126,edc030498c138f1252b13c030a36c69d,129,44,37,999,7,2,NULL,NULL,38.05,NULL,NULL,NULL,NULL,NULL,approved
127,005b4f011ca993dda7edd2d68147a412,516,45,37,999,2,2,NULL,NULL,7.56,NULL,NULL,NULL,NULL,NULL,approved
128,4beef93c41c8ee3b071f83669594867d,128,45,37,999,7,2,NULL,NULL,18.8,NULL,NULL,NULL,NULL,NULL,approved
129,00b59a9fbe4b548a103838c8d186ffd9,129,45,37,999,7,2,NULL,NULL,66.04,NULL,NULL,NULL,NULL,NULL,approved
130,7f39d1c6e5b16e732d5c98ac0776c22f,516,46,37,999,2,2,NULL,NULL,3.47,NULL,NULL,NULL,NULL,NULL,approved
131,e680a25a1c222738b04f4a9e9e7d032d,128,46,37,999,7,2,NULL,NULL,12.62,NULL,NULL,NULL,NULL,NULL,approved
132,d6457229766f13360ff645b8911fba29,129,46,37,999,7,2,NULL,NULL,48.3,NULL,NULL,NULL,NULL,NULL,approved
133,0846d8cab9c38250ca958f0c242a27d3,516,47,37,999,2,2,NULL,NULL,7.15,NULL,NULL,NULL,NULL,NULL,approved
134,c104413bc4ea0e30a9232de276cbfb53,128,47,37,999,7,2,NULL,NULL,24.45,NULL,NULL,NULL,NULL,NULL,approved
135,f517e7e2a3145771cb08c5481d94777d,129,47,37,999,7,2,NULL,NULL,119.22,NULL,NULL,NULL,NULL,NULL,approved
136,d6581ef55fd569abd4112d89d22cf4a8,516,2,172,999,2,2,NULL,NULL,3.84,NULL,NULL,NULL,NULL,NULL,approved
137,bb791fca053d83607e456e1ae7910f6d,128,2,172,999,7,2,NULL,NULL,66.5,NULL,NULL,NULL,NULL,NULL,approved
138,7e71e89d26727d45f768903ec01bbb37,129,2,172,999,7,2,NULL,NULL,323.02,NULL,NULL,NULL,NULL,NULL,approved
139,18718b6bed0419c1349a76f58361af2b,516,3,172,999,2,2,NULL,NULL,5.48,NULL,NULL,NULL,NULL,NULL,approved
140,09452c19568a81b6de06c56c503bb669,128,3,172,999,7,2,NULL,NULL,28.85,NULL,NULL,NULL,NULL,NULL,approved
141,dfb2b41dedb4644691389b2fd984ec30,129,3,172,999,7,2,NULL,NULL,157.39,NULL,NULL,NULL,NULL,NULL,approved
142,19839da286f2e065f5c935e1acb6fd65,516,4,172,999,2,2,NULL,NULL,4.43,NULL,NULL,NULL,NULL,NULL,approved
143,dbcfdf5f16b4c4b2c8ac0449158e04eb,128,4,172,999,7,2,NULL,NULL,16.76,NULL,NULL,NULL,NULL,NULL,approved
144,a6eb27922e2d8925f24407ca9b005df8,129,4,172,999,7,2,NULL,NULL,61.09,NULL,NULL,NULL,NULL,NULL,approved
145,cdd2b8a855d5cdd6adbdc43cd61a4c48,516,5,172,999,2,2,NULL,NULL,6.59,NULL,NULL,NULL,NULL,NULL,approved
146,477cc760e826e015ce8d65c5429d6678,128,5,172,999,7,2,NULL,NULL,206.04,NULL,NULL,NULL,NULL,NULL,approved
147,f4f26ff3aceba28ccf39612526f8967f,129,5,172,999,7,2,NULL,NULL,548.89,NULL,NULL,NULL,NULL,NULL,approved
148,9307468e863e4ab838c8de79b792aac0,516,6,172,999,2,2,NULL,NULL,3.25,NULL,NULL,NULL,NULL,NULL,approved
149,60090c79c7010497b51d19c071477497,128,6,172,999,7,2,NULL,NULL,7.71,NULL,NULL,NULL,NULL,NULL,approved
150,bb828e8ef0a0bfc76c5d9bb4e1845991,129,6,172,999,7,2,NULL,NULL,29.57,NULL,NULL,NULL,NULL,NULL,approved
151,35712d40fa20b5f0799112af7d703992,516,7,172,999,2,2,NULL,NULL,6.4,NULL,NULL,NULL,NULL,NULL,approved
152,2883408856316fdd2539981c3bfed7c8,128,7,172,999,7,2,NULL,NULL,8.56,NULL,NULL,NULL,NULL,NULL,approved
153,811869e1e2734b4187e026ddc41217ff,129,7,172,999,7,2,NULL,NULL,39.01,NULL,NULL,NULL,NULL,NULL,approved
154,2bac17334a86c326af7b6bb1e167184f,516,8,172,999,2,2,NULL,NULL,4.18,NULL,NULL,NULL,NULL,NULL,approved
155,52efe32ef9767e6c9381d374a8db625f,128,8,172,999,7,2,NULL,NULL,27.68,NULL,NULL,NULL,NULL,NULL,approved
156,8e3fda279fb5809abd3b10cf63f15fe1,129,8,172,999,7,2,NULL,NULL,89.81,NULL,NULL,NULL,NULL,NULL,approved
157,ad71f2dcb9bf682d1972e5d3be9a9047,516,9,172,999,2,2,NULL,NULL,4.75,NULL,NULL,NULL,NULL,NULL,approved
158,1704de2b28bd18818e117abf8d441108,128,9,172,999,7,2,NULL,NULL,65.93,NULL,NULL,NULL,NULL,NULL,approved
159,5bc99916a9fb4a1cf36ab41cd37df7d9,129,9,172,999,7,2,NULL,NULL,161.93,NULL,NULL,NULL,NULL,NULL,approved
160,c9f3dcda37376c4d2d2e3970facd4b18,516,10,172,999,2,2,NULL,NULL,4.15,NULL,NULL,NULL,NULL,NULL,approved
161,de35dda0ace5347667dd83977d9e3afa,128,10,172,999,7,2,NULL,NULL,9.71,NULL,NULL,NULL,NULL,NULL,approved
162,f2c3bf7e93a64faa45c7e1328c3224bc,129,10,172,999,7,2,NULL,NULL,27.16,NULL,NULL,NULL,NULL,NULL,approved
163,c6df2892248966a91b1205b0ff92fb2b,516,11,172,999,2,2,NULL,NULL,5.29,NULL,NULL,NULL,NULL,NULL,approved
164,c66be6179e3355b0ef8815c20168d200,128,11,172,999,7,2,NULL,NULL,11.82,NULL,NULL,NULL,NULL,NULL,approved
165,a3586e1e46f2bc0642ba20bbd329a221,129,11,172,999,7,2,NULL,NULL,51.86,NULL,NULL,NULL,NULL,NULL,approved
166,7662ad68a74da87f1feab7a83c3960bc,516,12,172,999,2,2,NULL,NULL,10.94,NULL,NULL,NULL,NULL,NULL,approved
167,e669b8cc3d8c557683425c0f8efd501d,128,12,172,999,7,2,NULL,NULL,43.33,NULL,NULL,NULL,NULL,NULL,approved
168,eeb82a56c405fe1efbc08674cfc441ab,129,12,172,999,7,2,NULL,NULL,131.19,NULL,NULL,NULL,NULL,NULL,approved
169,c9b66db39601db0b200fab22849dfc09,516,13,172,999,2,2,NULL,NULL,2.38,NULL,NULL,NULL,NULL,NULL,approved
170,fb9d18a461a8f63b62a82556b3912b83,128,13,172,999,7,2,NULL,NULL,20.02,NULL,NULL,NULL,NULL,NULL,approved
171,ff77c819da689dfe7a7699336cc8f063,129,13,172,999,7,2,NULL,NULL,87.14,NULL,NULL,NULL,NULL,NULL,approved
172,241523e8ee44086884bf1694a0c358bc,516,14,172,999,2,2,NULL,NULL,4.85,NULL,NULL,NULL,NULL,NULL,approved
173,ff23ac25a30b236497bd84e6634f19e9,128,14,172,999,7,2,NULL,NULL,31.86,NULL,NULL,NULL,NULL,NULL,approved
174,76fd44fd136031e079156723b6afc605,129,14,172,999,7,2,NULL,NULL,113.64,NULL,NULL,NULL,NULL,NULL,approved
175,12d95edffa9b72284a9fdf6590565a82,516,15,172,999,2,2,NULL,NULL,2.73,NULL,NULL,NULL,NULL,NULL,approved
176,056ccdf329ab3aff50d0e4bf19024961,128,15,172,999,7,2,NULL,NULL,6.09,NULL,NULL,NULL,NULL,NULL,approved
177,37f3d1bd5bcdae2dc1a0028c94c12b9d,129,15,172,999,7,2,NULL,NULL,11.15,NULL,NULL,NULL,NULL,NULL,approved
178,861377534c330ebb713cc2c0279b6627,516,16,172,999,2,2,NULL,NULL,2.15,NULL,NULL,NULL,NULL,NULL,approved
179,912e5e4e083b7b03666e4c3a0e7fce5a,128,16,172,999,7,2,NULL,NULL,56.25,NULL,NULL,NULL,NULL,NULL,approved
180,484291692a50ce2c91d6e0ee247a7231,129,16,172,999,7,2,NULL,NULL,338.1,NULL,NULL,NULL,NULL,NULL,approved
181,a6d27309a175c0182ceb62112042a069,516,17,172,999,2,2,NULL,NULL,4.63,NULL,NULL,NULL,NULL,NULL,approved
182,655e26cc81c4ba8de5183dada285da83,128,17,172,999,7,2,NULL,NULL,9.96,NULL,NULL,NULL,NULL,NULL,approved
183,635b27f0d66ecf0f0b4b1ce1a150381b,129,17,172,999,7,2,NULL,NULL,66.5,NULL,NULL,NULL,NULL,NULL,approved
184,048c11ab414fdba87fe9bb0cc2a239d3,516,18,172,999,2,2,NULL,NULL,4.71,NULL,NULL,NULL,NULL,NULL,approved
185,553b61fbdfdb2c9a598d183241239331,128,18,172,999,7,2,NULL,NULL,5.58,NULL,NULL,NULL,NULL,NULL,approved
186,25ff8e2380b8e45b19cd6055b8a5b0a7,129,18,172,999,7,2,NULL,NULL,24.86,NULL,NULL,NULL,NULL,NULL,approved
187,721cf5e8bf59e27081c6b5f852aa550d,516,19,172,999,2,2,NULL,NULL,3.15,NULL,NULL,NULL,NULL,NULL,approved
188,01f85624f420d2b41d772e50f0ad8cf0,128,19,172,999,7,2,NULL,NULL,125.35,NULL,NULL,NULL,NULL,NULL,approved
189,5f0c27fb232f8f4c8a0c7d91b4ead9fc,129,19,172,999,7,2,NULL,NULL,452.72,NULL,NULL,NULL,NULL,NULL,approved
190,119c611426106c1dc706ea98089a2d72,516,20,172,999,2,2,NULL,NULL,4.24,NULL,NULL,NULL,NULL,NULL,approved
191,62ac6ba785688597bb7c003254abb2cd,128,20,172,999,7,2,NULL,NULL,20.12,NULL,NULL,NULL,NULL,NULL,approved
192,96ef16f3fecab86815fa206a1d47d67c,129,20,172,999,7,2,NULL,NULL,47.92,NULL,NULL,NULL,NULL,NULL,approved
193,b87fa2d48e6691b55fb6bdc1d40c8b91,516,21,172,999,2,2,NULL,NULL,4.51,NULL,NULL,NULL,NULL,NULL,approved
