fact_id,uuid,indicator_id,location_id,period_id,categoryoption_id,datasource_id,measuremethod_id,numerator_value,denominator_value,value_received,value_calculated,min_value,max_value,target_value,string_value,comment
1136,f06c666d5270e4493126661b565ed5b8,128,20,1117,999,7,2,NULL,NULL,35.96,NULL,NULL,NULL,NULL,NULL,approved
1137,6fde61a67bda3a7350a16fe65820ee7d,129,20,1117,999,7,2,NULL,NULL,87.77,NULL,NULL,NULL,NULL,NULL,approved
1138,e3d4e05a946d856d030c6c9ce38e9c42,516,21,1117,999,2,2,NULL,NULL,5.54,NULL,NULL,NULL,NULL,NULL,approved
1139,3deab6a60673ec37778d373bed0da498,128,21,1117,999,7,2,NULL,NULL,67.78,NULL,NULL,NULL,NULL,NULL,approved
1140,2efafc18885ae6ec2bf947872c7db1e0,129,21,1117,999,7,2,NULL,NULL,151.3,NULL,NULL,NULL,NULL,NULL,approved
1141,36509aae43934b58f7bfbb9080e107d6,516,22,1117,999,2,2,NULL,NULL,2.76,NULL,NULL,NULL,NULL,NULL,approved
1142,1199e670fa7d145d1e53ea5443f110af,128,22,1117,999,7,2,NULL,NULL,18.63,NULL,NULL,NULL,NULL,NULL,approved
1143,a4585889bbbee64e1f4c92aeafb4ca38,129,22,1117,999,7,2,NULL,NULL,42.54,NULL,NULL,NULL,NULL,NULL,approved
1144,0690067a2ffa9adfb0b87182bd8b07da,516,23,1117,999,2,2,NULL,NULL,6.97,NULL,NULL,NULL,NULL,NULL,approved
1145,a9349d1c0198a45eab0054fb8c00a10a,128,23,1117,999,7,2,NULL,NULL,40.69,NULL,NULL,NULL,NULL,NULL,approved
1146,7bba0297cdb854877664dd44cbbf9ae3,129,23,1117,999,7,2,NULL,NULL,91.09,NULL,NULL,NULL,NULL,NULL,approved
1147,b7a159f83ec8fc4b1567b4ad5184861b,516,24,1117,999,2,2,NULL,NULL,6.05,NULL,NULL,NULL,NULL,NULL,approved
1148,d654e94026b38c195557594fcd2d3140,128,24,1117,999,7,2,NULL,NULL,55.47,NULL,NULL,NULL,NULL,NULL,approved
1149,a8f227e654eea839539c9cd2b67eb4d0,129,24,1117,999,7,2,NULL,NULL,135.72,NULL,NULL,NULL,NULL,NULL,approved
1150,ab32bfae242ef0b9b40fd73387e978f6,516,25,1117,999,2,2,NULL,NULL,7.27,NULL,NULL,NULL,NULL,NULL,approved
1151,1b97b01676780e8dac154b277bf8f71f,128,25,1117,999,7,2,NULL,NULL,68.42,NULL,NULL,NULL,NULL,NULL,approved
1152,02152c9d63b869d0ce84bd706ab064bf,129,25,1117,999,7,2,NULL,NULL,156.52,NULL,NULL,NULL,NULL,NULL,approved
1153,0787f8a7b13962712afde2d0a40a3ff2,516,26,1117,999,2,2,NULL,NULL,7.39,NULL,NULL,NULL,NULL,NULL,approved
1154,f2460eea9f37d5f7ad9a40d63109c230,128,26,1117,999,7,2,NULL,NULL,34.81,NULL,NULL,NULL,NULL,NULL,approved
1155,2c5a2c973362f40183e7e1e898ae5635,129,26,1117,999,7,2,NULL,NULL,76.72,NULL,NULL,NULL,NULL,NULL,approved
1156,759f6011b6c087ede20372f9eb168a11,516,27,1117,999,2,2,NULL,NULL,4.52,NULL,NULL,NULL,NULL,NULL,approved
1157,a8439724839f4c4a32c18cea05de7fbd,128,27,1117,999,7,2,NULL,NULL,21.27,NULL,NULL,NULL,NULL,NULL,approved
1158,f0a316cc178501a20669f5c03bf5c112,129,27,1117,999,7,2,NULL,NULL,66.1,NULL,NULL,NULL,NULL,NULL,approved
1159,08227fe2fe23beac2dac7542d2ddf00a,516,28,1117,999,2,2,NULL,NULL,8.6,NULL,NULL,NULL,NULL,NULL,approved
1160,45faec5983dff186719d3c11b2d31909,128,28,1117,999,7,2,NULL,NULL,32.06,NULL,NULL,NULL,NULL,NULL,approved
1161,abb0ce7e262a815ea7cb97c794f32c01,129,28,1117,999,7,2,NULL,NULL,78.32,NULL,NULL,NULL,NULL,NULL,approved
1162,444ad51e97417efa06ae3c4bfd41713d,516,29,1117,999,2,2,NULL,NULL,4.81,NULL,NULL,NULL,NULL,NULL,approved
1163,5476e80a3c25eae6ad58a50d819b6b3d,128,29,1117,999,7,2,NULL,NULL,33.14,NULL,NULL,NULL,NULL,NULL,approved
1164,898c66d027b85ed458ac69cba51d6572,129,29,1117,999,7,2,NULL,NULL,83.5,NULL,NULL,NULL,NULL,NULL,approved
1165,d485a3956f6267a3d87ee477d7155015,516,30,1117,999,2,2,NULL,NULL,3.8,NULL,NULL,NULL,NULL,NULL,approved
1166,d8f54182c29b88044356bfeea0270a6c,128,30,1117,999,7,2,NULL,NULL,44.91,NULL,NULL,NULL,NULL,NULL,approved
1167,2b3893d03f696ed652e05283bb29330b,129,30,1117,999,7,2,NULL,NULL,123.58,NULL,NULL,NULL,NULL,NULL,approved
1168,e7f82ad26d4de2e9a418bf5f8927c8e6,516,31,1117,999,2,2,NULL,NULL,4.14,NULL,NULL,NULL,NULL,NULL,approved
1169,47aec278865905b15ee6ff7601d2059a,128,31,1117,999,7,2,NULL,NULL,321.81,NULL,NULL,NULL,NULL,NULL,approved
1170,6b6f4d10448fcf56073c54d0811b51ea,129,31,1117,999,7,2,NULL,NULL,571.88,NULL,NULL,NULL,NULL,NULL,approved
1171,f9e117e1014007be8e8b83de702b59cf,516,32,1117,999,2,2,NULL,NULL,4.53,NULL,NULL,NULL,NULL,NULL,approved
1172,60bead59f899c78c52c163a0f6009016,128,32,1117,999,7,2,NULL,NULL,22.8,NULL,NULL,NULL,NULL,NULL,approved
1173,012e20d8e756e486f904942285f19c51,129,32,1117,999,7,2,NULL,NULL,37.33,NULL,NULL,NULL,NULL,NULL,approved
1174,ba928d363d752675bbb11ad501032094,516,33,1117,999,2,2,NULL,NULL,9.85,NULL,NULL,NULL,NULL,NULL,approved
1175,1ad5b0437f04a6fae7f13f226974eeb8,128,33,1117,999,7,2,NULL,NULL,397.04,NULL,NULL,NULL,NULL,NULL,approved
1176,401a564de0d2888f00330325914ad72a,129,33,1117,999,7,2,NULL,NULL,776.99,NULL,NULL,NULL,NULL,NULL,approved
1177,1da7c994b791fe2fbe51de36dd86b59e,516,34,1117,999,2,2,NULL,NULL,6.99,NULL,NULL,NULL,NULL,NULL,approved
1178,0fa71953367d8125a373f26cb8bbb1cb,128,34,1117,999,7,2,NULL,NULL,24.81,NULL,NULL,NULL,NULL,NULL,approved
1179,2f0e2f12761cacf6f661349df9fdacfc,129,34,1117,999,7,2,NULL,NULL,54.82,NULL,NULL,NULL,NULL,NULL,approved
1180,54500b56e112582345780dc7a3ac3ba9,516,35,1117,999,2,2,NULL,NULL,3.71,NULL,NULL,NULL,NULL,NULL,approved
1181,d9552c5582a7e8e12eea2093e79d4cfd,128,35,1117,999,7,2,NULL,NULL,81.44,NULL,NULL,NULL,NULL,NULL,approved
1182,506c02d3f7353aa63d5e703b6344da2c,129,35,1117,999,7,2,NULL,NULL,266.29,NULL,NULL,NULL,NULL,NULL,approved
1183,ca072ccce8d2efba78ee8aa5999d23d1,516,36,1117,999,2,2,NULL,NULL,9.05,NULL,NULL,NULL,NULL,NULL,approved
1184,ffd457f8040c0b7a5718a33098c0a9f3,128,36,1117,999,7,2,NULL,NULL,45.29,NULL,NULL,NULL,NULL,NULL,approved
1185,5bc5bc8a95c359c67a7e87eba96a080f,129,36,1117,999,7,2,NULL,NULL,108.84,NULL,NULL,NULL,NULL,NULL,approved
1186,e02ae98143691f0e449735d7bcd43856,516,37,1117,999,2,2,NULL,NULL,7.1,NULL,NULL,NULL,NULL,NULL,approved
1187,e3237dad9919b91a2ef9a7acaec2801a,128,37,1117,999,7,2,NULL,NULL,80,NULL,NULL,NULL,NULL,NULL,approved
1188,8112cb1f5aab282f50ef9c6893641727,129,37,1117,999,7,2,NULL,NULL,172.72,NULL,NULL,NULL,NULL,NULL,approved
1189,23bb11843711d38df5163979749697b2,516,38,1117,999,2,2,NULL,NULL,4.29,NULL,NULL,NULL,NULL,NULL,approved
1190,7552e2260223bddbe556be40a64a1184,128,38,1117,999,7,2,NULL,NULL,47.03,NULL,NULL,NULL,NULL,NULL,approved
1191,4ead5b502a65cd91b0754ff861d5b49e,129,38,1117,999,7,2,NULL,NULL,89.23,NULL,NULL,NULL,NULL,NULL,approved
1192,355dc7b7355abbcc1c603badb02e4100,516,39,1117,999,2,2,NULL,NULL,2.59,NULL,NULL,NULL,NULL,NULL,approved
1193,eaf089205d62774e3dd9b47a0979a679,128,39,1117,999,7,2,NULL,NULL,275.71,NULL,NULL,NULL,NULL,NULL,approved
1194,200c3c2ea3e7fced513083165d127dab,129,39,1117,999,7,2,NULL,NULL,477.78,NULL,NULL,NULL,NULL,NULL,approved
1195,a38b4e8e110e96f094325f6edc947f18,516,40,1117,999,2,2,NULL,NULL,9.87,NULL,NULL,NULL,NULL,NULL,approved
1196,692afd1b1ff31f92dc297dde16450d27,128,40,1117,999,7,2,NULL,NULL,40.13,NULL,NULL,NULL,NULL,NULL,approved
1197,b270c447221e4f12ff858d191a103914,129,40,1117,999,7,2,NULL,NULL,109.7,NULL,NULL,NULL,NULL,NULL,approved
1198,9d035369482ab9140d0a54e823df0191,516,41,1117,999,2,2,NULL,NULL,6.55,NULL,NULL,NULL,NULL,NULL,approved
1199,87ced82bb1fac959ca0dd3e079ec6da4,128,41,1117,999,7,2,NULL,NULL,372.36,NULL,NULL,NULL,NULL,NULL,approved
1200,b29ac8ee3946a54de5c45a1a8b13269e,129,41,1117,999,7,2,NULL,NULL,753.95,NULL,NULL,NULL,NULL,NULL,approved
1201,85921c747dfde00489498641a85ed963,516,43,1117,999,2,2,NULL,NULL,6.94,NULL,NULL,NULL,NULL,NULL,approved
1202,b6df681b768dcc082fdb1669053a3deb,128,43,1117,999,7,2,NULL,NULL,200.9,NULL,NULL,NULL,NULL,NULL,approved
1203,9877b32b6f6a792b0c2d5294befada75,129,43,1117,999,7,2,NULL,NULL,487.78,NULL,NULL,NULL,NULL,NULL,approved
1204,2fbe1e8ce2957debdc1bcf2fba3657db,516,44,1117,999,2,2,NULL,NULL,4.39,NULL,NULL,NULL,NULL,NULL,approved
1205,fbae64081eede5894eb78e2872c33c35,128,44,1117,999,7,2,NULL,NULL,23.57,NULL,NULL,NULL,NULL,NULL,approved
1206,3ce82e37bf8b2a0ff3db40039b4b5004,129,44,1117,999,7,2,NULL,NULL,52.24,NULL,NULL,NULL,NULL,NULL,approved
1207,0f59be6f4331be0e6b0a82fa29bf96b3,516,45,1117,999,2,2,NULL,NULL,10.4,NULL,NULL,NULL,NULL,NULL,approved
1208,8e7630a38320616a876598d42b684ff4,128,45,1117,999,7,2,NULL,NULL,56.74,NULL,NULL,NULL,NULL,NULL,approved
1209,a6cb7471048b0154dfa47ee1154772f6,129,45,1117,999,7,2,NULL,NULL,174.45,NULL,NULL,NULL,NULL,NULL,approved
1210,e5b6954ce10c17753d3783254a6f99ef,516,46,1117,999,2,2,NULL,NULL,5.58,NULL,NULL,NULL,NULL,NULL,approved
1211,adf226232eddf60d356b94c68210deee,128,46,1117,999,7,2,NULL,NULL,35.32,NULL,NULL,NULL,NULL,NULL,approved
1212,854699411e1d741e6c8e02605a674509,129,46,1117,999,7,2,NULL,NULL,103.44,NULL,NULL,NULL,NULL,NULL,approved
1213,7e56ec3197e29c98738f82697bf6ff2a,516,47,1117,999,2,2,NULL,NULL,4.01,NULL,NULL,NULL,NULL,NULL,approved
1214,b4c54329042f664b2df69d21c06b9473,128,47,1117,999,7,2,NULL,NULL,54.93,NULL,NULL,NULL,NULL,NULL,approved
1215,a8423f1bd455ef8dbb5208dc90c8ad2f,129,47,1117,999,7,2,NULL,NULL,111.07,NULL,NULL,NULL,NULL,NULL,approved
1216,0b02e2ed96103c4e76dd55edb4132bfc,516,2,1252,999,2,2,NULL,NULL,5.36,NULL,NULL,NULL,NULL,NULL,approved
1217,51b27ed83c60980a626dd9aebb2848ef,128,2,1252,999,7,2,NULL,NULL,207.35,NULL,NULL,NULL,NULL,NULL,approved
1218,07b807d31d4388edf2619d1a869edbee,129,2,1252,999,7,2,NULL,NULL,656.11,NULL,NULL,NULL,NULL,NULL,approved
1219,51019464c167ebcc23f28fe82270b115,516,3,1252,999,2,2,NULL,NULL,3.58,NULL,NULL,NULL,NULL,NULL,approved
1220,32fcd0eff50032433f7d2c823f493912,128,3,1252,999,7,2,NULL,NULL,119.81,NULL,NULL,NULL,NULL,NULL,approved
1221,eae9d50e59a79f612870305dca45b95f,129,3,1252,999,7,2,NULL,NULL,204.65,NULL,NULL,NULL,NULL,NULL,approved
1222,241079e0eed78c8445a6ea7fa1ed6d97,516,4,1252,999,2,2,NULL,NULL,3.86,NULL,NULL,NULL,NULL,NULL,approved
1223,fbce3280e244cc20fea84396ae60f06b,128,4,1252,999,7,2,NULL,NULL,30.6,NULL,NULL,NULL,NULL,NULL,approved
1224,847dce79819a68112d7a4e7665e8388b,129,4,1252,999,7,2,NULL,NULL,68.38,NULL,NULL,NULL,NULL,NULL,approved
1225,284fcea9014a81713cc6ff79c7435384,516,5,1252,999,2,2,NULL,NULL,6.75,NULL,NULL,NULL,NULL,NULL,approved
1226,89479724ed79cea52720bc4c93b2cce3,128,5,1252,999,7,2,NULL,NULL,349.81,NULL,NULL,NULL,NULL,NULL,approved
1227,731b666d6373d5af5276a48f7ef45ffe,129,5,1252,999,7,2,NULL,NULL,816.15,NULL,NULL,NULL,NULL,NULL,approved
1228,f79c42d437435af49033681e9a97d3a5,516,6,1252,999,2,2,NULL,NULL,5.72,NULL,NULL,NULL,NULL,NULL,approved
1229,c65f355bdc4bc93f8743b7173177a799,128,6,1252,999,7,2,NULL,NULL,31.59,NULL,NULL,NULL,NULL,NULL,approved
1230,aa0aba33b2929cf3d35b289f40114081,129,6,1252,999,7,2,NULL,NULL,77.02,NULL,NULL,NULL,NULL,NULL,approved
1231,69806e1a58c23799c9fc3772f3e3e61b,516,7,1252,999,2,2,NULL,NULL,10.35,NULL,NULL,NULL,NULL,NULL,approved
1232,5eeebfa172d688f3c7099c2bc5cedff1,128,7,1252,999,7,2,NULL,NULL,21.65,NULL,NULL,NULL,NULL,NULL,approved
1233,7bb437542ecb100850480dceeeb85448,129,7,1252,999,7,2,NULL,NULL,77.71,NULL,NULL,NULL,NULL,NULL,approved
1234,959ee50352dd668a0f0978415ad84a03,516,8,1252,999,2,2,NULL,NULL,4.33,NULL,NULL,NULL,NULL,NULL,approved
1235,78cec63bcc837b4f0a72dbc281f10372,128,8,1252,999,7,2,NULL,NULL,57.97,NULL,NULL,NULL,NULL,NULL,approved
1236,b6ebc375ab56fa0aee2bab226d6d0350,129,8,1252,999,7,2,NULL,NULL,122.01,NULL,NULL,NULL,NULL,NULL,approved
1237,a3f85e9d397628cf3a11c69dc6d5c107,516,9,1252,999,2,2,NULL,NULL,3.88,NULL,NULL,NULL,NULL,NULL,approved
1238,c5de6c35e7a46088f35f50a1c19c9ba5,128,9,1252,999,7,2,NULL,NULL,132.6,NULL,NULL,NULL,NULL,NULL,approved
1239,b0c976ed791c5ae62a693c2958972593,129,9,1252,999,7,2,NULL,NULL,218.16,NULL,NULL,NULL,NULL,NULL,approved
1240,eb7065426c61d3e121aee33c69d14317,516,10,1252,999,2,2,NULL,NULL,4.35,NULL,NULL,NULL,NULL,NULL,approved
1241,fb611dab458218287290214eba97f80e,128,10,1252,999,7,2,NULL,NULL,19.55,NULL,NULL,NULL,NULL,NULL,approved
1242,037287c0387218224ccc0c4ff6695a99,129,10,1252,999,7,2,NULL,NULL,36.61,NULL,NULL,NULL,NULL,NULL,approved
1243,d41b1a0a36ba6d959aa8f48fbaf3c523,516,11,1252,999,2,2,NULL,NULL,4.44,NULL,NULL,NULL,NULL,NULL,approved
1244,1c87ebd9dbe81b1916b903e429c596ae,128,11,1252,999,7,2,NULL,NULL,35.86,NULL,NULL,NULL,NULL,NULL,approved
1245,cd7332aabd0f10a83a1db74060bcc161,129,11,1252,999,7,2,NULL,NULL,75.61,NULL,NULL,NULL,NULL,NULL,approved
1246,508810c30116d84aff5f90a39e74640c,516,12,1252,999,2,2,NULL,NULL,8.58,NULL,NULL,NULL,NULL,NULL,approved
1247,55dabdad7d4b8d5fcd848e2fbc970253,128,12,1252,999,7,2,NULL,NULL,68.19,NULL,NULL,NULL,NULL,NULL,approved
1248,a349baa08a18c8538400f6406a678270,129,12,1252,999,7,2,NULL,NULL,120.03,NULL,NULL,NULL,NULL,NULL,approved
1249,ed26219ffc4319b07bd4532e769b734a,516,13,1252,999,2,2,NULL,NULL,2.22,NULL,NULL,NULL,NULL,NULL,approved
1250,0348ae5865703d6972343487d08e3f78,128,13,1252,999,7,2,NULL,NULL,48.77,NULL,NULL,NULL,NULL,NULL,approved
1251,8edec702daee15b7f9d34442040f66b0,129,13,1252,999,7,2,NULL,NULL,102.94,NULL,NULL,NULL,NULL,NULL,approved
1252,4da16e4915b133ce0add367114161eb3,516,14,1252,999,2,2,NULL,NULL,6.22,NULL,NULL,NULL,NULL,NULL,approved
1253,f44974d2fdbbc05687b4b69529699987,128,14,1252,999,7,2,NULL,NULL,75.78,NULL,NULL,NULL,NULL,NULL,approved
1254,50a5bdd26e6c93734fc74bd5b01ed6a8,129,14,1252,999,7,2,NULL,NULL,162.56,NULL,NULL,NULL,NULL,NULL,approved
1255,c8875755f96b52e060b234b941330876,516,15,1252,999,2,2,NULL,NULL,4.64,NULL,NULL,NULL,NULL,NULL,approved
1256,334a3e4ccc0b0884af1a54e8589cbb02,128,15,1252,999,7,2,NULL,NULL,13.59,NULL,NULL,NULL,NULL,NULL,approved
1257,4786d9f7b9cf7dc121c5801b8017c938,129,15,1252,999,7,2,NULL,NULL,26.45,NULL,NULL,NULL,NULL,NULL,approved
1258,328f6f1c19e997059c6139397bd717e7,516,16,1252,999,2,2,NULL,NULL,1.69,NULL,NULL,NULL,NULL,NULL,approved
1259,506a65130fb947373ab687e73b3c20e7,128,16,1252,999,7,2,NULL,NULL,278.86,NULL,NULL,NULL,NULL,NULL,approved
1260,991de82a9cdd82409ea925af764500c5,129,16,1252,999,7,2,NULL,NULL,632.56,NULL,NULL,NULL,NULL,NULL,approved
1261,14f48ab9933b981cc6db10c6ee3338ed,516,17,1252,999,2,2,NULL,NULL,4.35,NULL,NULL,NULL,NULL,NULL,approved
1262,5fb65cdcda9ef4f1310e2cb7f3d04e11,128,17,1252,999,7,2,NULL,NULL,18.75,NULL,NULL,NULL,NULL,NULL,approved
1263,384e4c7af6d193e91ad9970e45ca0b16,129,17,1252,999,7,2,NULL,NULL,59.49,NULL,NULL,NULL,NULL,NULL,approved
1264,e8bcf3178d76a9d0c4fde46dafb48dca,516,18,1252,999,2,2,NULL,NULL,4.41,NULL,NULL,NULL,NULL,NULL,approved
1265,3df07318a26717b6cb3f8fcdfe96e1c0,128,18,1252,999,7,2,NULL,NULL,14.81,NULL,NULL,NULL,NULL,NULL,approved
1266,d64ae7b3b37ed0e3043ca458b9768bfc,129,18,1252,999,7,2,NULL,NULL,41.8,NULL,NULL,NULL,NULL,NULL,approved
1267,f43053b00d4455b58e24ae3ea3aabcfc,516,19,1252,999,2,2,NULL,NULL,3.84,NULL,NULL,NULL,NULL,NULL,approved
1268,e7657ad108bc93a9d2d44c8a17e1b060,128,19,1252,999,7,2,NULL,NULL,294.07,NULL,NULL,NULL,NULL,NULL,approved
1269,463a2831b01534af5614a15a61e8b844,129,19,1252,999,7,2,NULL,NULL,554.88,NULL,NULL,NULL,NULL,NULL,approved
1270,17d827ea6ba57650173765a0cc5d5355,516,20,1252,999,2,2,NULL,NULL,5.78,NULL,NULL,NULL,NULL,NULL,approved
1271,4935cd8c2b5dad96835a5c0e3700847b,128,20,1252,999,7,2,NULL,NULL,31.76,NULL,NULL,NULL,NULL,NULL,approved
1272,6ed2b392d417e61463553bde25ea6fe9,129,20,1252,999,7,2,NULL,NULL,89.15,NULL,NULL,NULL,NULL,NULL,approved
1273,d9023d0f587e06b0c7beec278f582945,516,21,1252,999,2,2,NULL,NULL,6.15,NULL,NULL,NULL,NULL,NULL,approved
1274,d3c845f7771c6ae6b05060775f61822a,128,21,1252,999,7,2,NULL,NULL,66.83,NULL,NULL,NULL,NULL,NULL,approved
1275,495f96103995a9da44bedaba8e19ed00,129,21,1252,999,7,2,NULL,NULL,173.08,NULL,NULL,NULL,NULL,NULL,approved
1276,669d85f523feeaec56304adc2bed3f01,516,22,1252,999,2,2,NULL,NULL,2.94,NULL,NULL,NULL,NULL,NULL,approved
1277,4c8870902b465624bc6aeabfc23213b3,128,22,1252,999,7,2,NULL,NULL,18.69,NULL,NULL,NULL,NULL,NULL,approved
1278,030d7ba14aca6074d40ce821ac9dd960,129,22,1252,999,7,2,NULL,NULL,43.89,NULL,NULL,NULL,NULL,NULL,approved
1279,92f00eb71b9fcb83809ff769a64c9d7e,516,23,1252,999,2,2,NULL,NULL,6.66,NULL,NULL,NULL,NULL,NULL,approved
1280,1a0480eaf15197f2eec90cf9fc61cd90,128,23,1252,999,7,2,NULL,NULL,36.3,NULL,NULL,NULL,NULL,NULL,approved
1281,774e19394a9561f124eb2afad3dc628f,129,23,1252,999,7,2,NULL,NULL,88.51,NULL,NULL,NULL,NULL,NULL,approved
1282,0e636e8231b4bdf6a12aa98c4a50dab0,516,24,1252,999,2,2,NULL,NULL,6.03,NULL,NULL,NULL,NULL,NULL,approved
1283,273200a7d6c8e7a01358e7c1af5cad97,128,24,1252,999,7,2,NULL,NULL,55.46,NULL,NULL,NULL,NULL,NULL,approved
1284,ed8a89c467ce720846e5777a0ad8666e,129,24,1252,999,7,2,NULL,NULL,136.94,NULL,NULL,NULL,NULL,NULL,approved
1285,55b79ec82db1858572a771d8ea8f38e3,516,25,1252,999,2,2,NULL,NULL,8.43,NULL,NULL,NULL,NULL,NULL,approved
1286,615bbb5b45a931758b9cdde142f59716,128,25,1252,999,7,2,NULL,NULL,79.97,NULL,NULL,NULL,NULL,NULL,approved
1287,3ec4946c15b688cf48c1f52ebfc0cb30,129,25,1252,999,7,2,NULL,NULL,188.79,NULL,NULL,NULL,NULL,NULL,approved
1288,882aeee1f7118631d438ebe4a01224c8,516,26,1252,999,2,2,NULL,NULL,9.44,NULL,NULL,NULL,NULL,NULL,approved
1289,a4137f564184c196f1b50767a95f1dbb,128,26,1252,999,7,2,NULL,NULL,43.79,NULL,NULL,NULL,NULL,NULL,approved
1290,ff158dcc53d000ba5903bc0c0da3b6ba,129,26,1252,999,7,2,NULL,NULL,97.03,NULL,NULL,NULL,NULL,NULL,approved
1291,10e9d63d0aee5dae2c0a0c1eebe8c50a,516,27,1252,999,2,2,NULL,NULL,4.83,NULL,NULL,NULL,NULL,NULL,approved
1292,11d85e883d4a906a4baea3dbf49a420e,128,27,1252,999,7,2,NULL,NULL,20.07,NULL,NULL,NULL,NULL,NULL,approved
1293,cafeaa276b1e214ecd76369a10831547,129,27,1252,999,7,2,NULL,NULL,66.41,NULL,NULL,NULL,NULL,NULL,approved
1294,5ab7d7c534b80e3863602ffb0a3aa585,516,28,1252,999,2,2,NULL,NULL,8.27,NULL,NULL,NULL,NULL,NULL,approved
1295,e9ae3d0f5be835b1e96d5c698bd3649b,128,28,1252,999,7,2,NULL,NULL,34.79,NULL,NULL,NULL,NULL,NULL,approved
1296,d5b4690a18bf8c8b6803f01ed2f10210,129,28,1252,999,7,2,NULL,NULL,79.75,NULL,NULL,NULL,NULL,NULL,approved
1297,213a9fc90a86e93036fd2eadead16d25,516,29,1252,999,2,2,NULL,NULL,4.7,NULL,NULL,NULL,NULL,NULL,approved
1298,532a1ee36b0107f720cd90a4c4dc2873,128,29,1252,999,7,2,NULL,NULL,32.73,NULL,NULL,NULL,NULL,NULL,approved
1299,cc35abcffe78d76e9414547d0f934b62,129,29,1252,999,7,2,NULL,NULL,83.3,NULL,NULL,NULL,NULL,NULL,approved
1300,f0055dfba6688db8e763c8129a40be3d,516,30,1252,999,2,2,NULL,NULL,3.91,NULL,NULL,NULL,NULL,NULL,approved
1301,9aae16b93e44ea14d33b3a7ded8e9f4d,128,30,1252,999,7,2,NULL,NULL,40.81,NULL,NULL,NULL,NULL,NULL,approved
1302,63713407288df5a0deee54593f52898d,129,30,1252,999,7,2,NULL,NULL,123.25,NULL,NULL,NULL,NULL,NULL,approved
1303,a0a1e7890dd8fa02e1ed1c51b6b7c202,516,31,1252,999,2,2,NULL,NULL,4.37,NULL,NULL,NULL,NULL,NULL,approved
1304,9ae59a0127e271eae60c653c1c2fe47a,128,31,1252,999,7,2,NULL,NULL,310.15,NULL,NULL,NULL,NULL,NULL,approved
1305,b220ab21097e19f95d7868fac04effde,129,31,1252,999,7,2,NULL,NULL,627.9,NULL,NULL,NULL,NULL,NULL,approved
1306,2648adf5c94c3e602db7f360befc46db,516,32,1252,999,2,2,NULL,NULL,4.9,NULL,NULL,NULL,NULL,NULL,approved
1307,9ae25c68557a69636d4f24a83531875b,128,32,1252,999,7,2,NULL,NULL,22.73,NULL,NULL,NULL,NULL,NULL,approved
1308,d79e3c9811a0f9b79043ecea4a7daec0,129,32,1252,999,7,2,NULL,NULL,42.02,NULL,NULL,NULL,NULL,NULL,approved
1309,e75037d71c9c38c2a559063af0f6247d,516,33,1252,999,2,2,NULL,NULL,8.21,NULL,NULL,NULL,NULL,NULL,approved
1310,f36420f10e09788a6125b05ab7ff0ca8,128,33,1252,999,7,2,NULL,NULL,340.97,NULL,NULL,NULL,NULL,NULL,approved
1311,59b59c2bf3b1146f4232c51c729ae185,129,33,1252,999,7,2,NULL,NULL,644.73,NULL,NULL,NULL,NULL,NULL,approved
1312,0a16c0c70819376b7851d9f0b2aed134,516,34,1252,999,2,2,NULL,NULL,7.13,NULL,NULL,NULL,NULL,NULL,approved
1313,e8a5ddc917d941d9b46c270510584a67,128,34,1252,999,7,2,NULL,NULL,24.34,NULL,NULL,NULL,NULL,NULL,approved
1314,088361639f68dc28203319b0c5f224f7,129,34,1252,999,7,2,NULL,NULL,53.85,NULL,NULL,NULL,NULL,NULL,approved
1315,b047ae5667f5d400fd69ef5675464999,516,35,1252,999,2,2,NULL,NULL,3.53,NULL,NULL,NULL,NULL,NULL,approved
1316,a9ce514c44f5c8ebde8d101d24c4b1b6,128,35,1252,999,7,2,NULL,NULL,67.91,NULL,NULL,NULL,NULL,NULL,approved
1317,03dca9b65e604d1eab73654cfde5a58c,129,35,1252,999,7,2,NULL,NULL,293.75,NULL,NULL,NULL,NULL,NULL,approved
1318,1a3d5c6bfc40673db495bf2710deb126,516,36,1252,999,2,2,NULL,NULL,9.1,NULL,NULL,NULL,NULL,NULL,approved
1319,b01be8839cd5bddea4d641c93b8cb186,128,36,1252,999,7,2,NULL,NULL,49.08,NULL,NULL,NULL,NULL,NULL,approved
1320,fc4fbecc7b5db0d4ffcf0563ba7014e4,129,36,1252,999,7,2,NULL,NULL,114.12,NULL,NULL,NULL,NULL,NULL,approved
1321,cc21c7089eb843173dd3ad7c43565df3,516,37,1252,999,2,2,NULL,NULL,7.19,NULL,NULL,NULL,NULL,NULL,approved
1322,1c3fceda0469073925797b74af61ee29,128,37,1252,999,7,2,NULL,NULL,79.01,NULL,NULL,NULL,NULL,NULL,approved
1323,f26823cf0c8a070c19dff39f5dad044c,129,37,1252,999,7,2,NULL,NULL,176.22,NULL,NULL,NULL,NULL,NULL,approved
1324,b00083167a12330b40fb3120503ecfbd,516,38,1252,999,2,2,NULL,NULL,4.69,NULL,NULL,NULL,NULL,NULL,approved
1325,1bff84f6370e6840df8850be3f86e36f,128,38,1252,999,7,2,NULL,NULL,47.69,NULL,NULL,NULL,NULL,NULL,approved
1326,e445ab0148654229331bae76d229b872,129,38,1252,999,7,2,NULL,NULL,97.82,NULL,NULL,NULL,NULL,NULL,approved
